word,frequency,rank
thirty,46,1770
opening,46,1771
origin,46,1772
somewhere,46,1773
intermittently,46,1774
taped,46,1775
blob,46,1776
huntington,46,1777
cincinnati,46,1778
indian,45,1779
saucershaped,45,1780
arch,45,1781
airforce,45,1782
wheel,45,1783
being,45,1784
visit,45,1785
holding,45,1786
yesterday,45,1787
feel,45,1788
everett,45,1789
spotting,45,1790
exiting,45,1791
cod,45,1792
george,45,1793
unlit,45,1794
try,45,1795
coworker,45,1796
tub,45,1797
ese,45,1798
identify,45,1799
sync,45,1800
traversing,45,1801
southward,45,1802
shifted,45,1803
racing,44,1804
sf,44,1805
consecutive,44,1806
portion,44,1807
twilight,44,1808
visable,44,1809
vt,44,1810
sent,44,1811
amberorange,44,1812
intensely,44,1813
indianapolis,44,1814
lig,44,1815
ranch,44,1816
deleted,44,1817
rod,44,1818
apeared,43,1819
wedge,43,1820
burned,43,1821
grid,43,1822
crashed,43,1823
bomber,43,1824
approximate,43,1825
ob,43,1826
animal,43,1827
snake,43,1828
bobbing,43,1829
davenport,43,1830
winter,43,1831
interesting,43,1832
screen,43,1833
propulsion,43,1834
halloween,43,1835
throughout,43,1836
midday,43,1837
grayish,43,1838
junction,43,1839
suburban,43,1840
asleep,43,1841
ia,43,1842
marker,43,1843
vformation,43,1844
vshape,43,1845
ene,43,1846
wonder,43,1847
wow,43,1848
gilbert,43,1849
paused,43,1850
moderate,43,1851
tempe,43,1852
already,42,1853
sierra,42,1854
paul,42,1855
spun,42,1856
monica,42,1857
detailed,42,1858
tremendous,42,1859
condo,42,1860
retired,42,1861
column,42,1862
triangler,42,1863
unnatural,42,1864
grocery,42,1865
fwy,42,1866
spiral,42,1867
typical,42,1868
grouped,42,1869
thunder,42,1870
descent,42,1871
reading,42,1872
wnw,42,1873
capture,42,1874
partly,42,1875
filming,42,1876
edt,42,1877
pdanonymous,42,1878
record,41,1879
submitted,41,1880
lime,41,1881
hello,41,1882
closed,41,1883
wh,41,1884
everything,41,1885
shinny,41,1886
guard,41,1887
race,41,1888
shiney,41,1889
fish,41,1890
order,41,1891
buffalo,41,1892
need,41,1893
lightening,41,1894
accelerates,41,1895
rim,41,1896
visual,41,1897
calif,41,1898
casino,41,1899
del,41,1900
union,41,1901
cedar,41,1902
ontario,41,1903
become,41,1904
corona,41,1905
disapears,41,1906
blurry,41,1907
coastline,41,1908
flock,41,1909
yds,40,1910
described,40,1911
wayne,40,1912
naval,40,1913
witnessing,40,1914
traverse,40,1915
bike,40,1916
vivid,40,1917
hang,40,1918
memphis,40,1919
cruz,40,1920
isle,40,1921
oscillating,40,1922
intelligent,40,1923
ability,40,1924
machine,40,1925
acceleration,40,1926
additional,40,1927
office,40,1928
bolt,40,1929
better,40,1930
bight,40,1931
rotate,40,1932
repeated,40,1933
trailed,40,1934
disapearing,40,1935
discovered,40,1936
sedona,40,1937
orangewhite,40,1938
plan,40,1939
swimming,40,1940
scattered,40,1941
roundish,40,1942
ea,40,1943
chandler,40,1944
wobbling,40,1945
dissipated,40,1946
equidistant,40,1947
snow,39,1948
radiating,39,1949
bulb,39,1950
currently,39,1951
none,39,1952
help,39,1953
pier,39,1954
climbing,39,1955
meet,39,1956
jacksonville,39,1957
seat,39,1958
fuel,39,1959
recently,39,1960
extremly,39,1961
cloaking,39,1962
canton,39,1963
nature,39,1964
arranged,39,1965
fa,39,1966
splitting,39,1967
rockford,39,1968
loose,39,1969
danced,39,1970
intermittent,39,1971
turquoise,39,1972
disappered,39,1973
overflight,39,1974
hood,38,1975
government,38,1976
men,38,1977
arrowhead,38,1978
private,38,1979
wingless,38,1980
hillside,38,1981
dr,38,1982
peter,38,1983
yakima,38,1984
impact,38,1985
met,38,1986
angel,38,1987
perpendicular,38,1988
lauderdale,38,1989
checking,38,1990
filled,38,1991
rolling,38,1992
listening,38,1993
lightobject,38,1994
jump,38,1995
ther,38,1996
shapeshifting,38,1997
j,38,1998
opaque,38,1999
milwaukee,38,2000
streaming,38,2001
shut,38,2002
abnormal,38,2003
tilted,38,2004
there,38,2005
ish,38,2006
hoovered,37,2007
assumed,37,2008
beaming,37,2009
ride,37,2010
usaf,37,2011
pin,37,2012
reversed,37,2013
chevronshaped,37,2014
rotation,37,2015
tracked,37,2016
arlington,37,2017
doesnt,37,2018
soundlessly,37,2019
lo,37,2020
mark,37,2021
burnt,37,2022
tha,37,2023
fr,37,2024
abo,37,2025
lawn,37,2026
released,37,2027
canaveral,37,2028
buddy,37,2029
ascend,37,2030
elect,37,2031
singular,37,2032
southerly,37,2033
pulsated,37,2034
remaining,37,2035
tint,37,2036
cam,37,2037
originally,37,2038
symmetrical,37,2039
knoxville,37,2040
raleigh,37,2041
blocked,36,2042
war,36,2043
lunch,36,2044
seeming,36,2045
bronze,36,2046
behavior,36,2047
awakened,36,2048
classic,36,2049
particular,36,2050
ceiling,36,2051
rosa,36,2052
rooftop,36,2053
dayton,36,2054
hampshire,36,2055
thanksgiving,36,2056
technology,36,2057
canadian,36,2058
scene,36,2059
triange,36,2060
tan,36,2061
vibrating,36,2062
vibration,36,2063
climb,36,2064
shinning,36,2065
escorted,36,2066
br,36,2067
hope,36,2068
item,36,2069
male,36,2070
pursued,36,2071
moines,36,2072
yuma,36,2073
maui,36,2074
stuff,36,2075
plume,36,2076
chemtrail,36,2077
iphone,36,2078
cut,35,2079
including,35,2080
mothership,35,2081
mill,35,2082
ember,35,2083
saying,35,2084
extended,35,2085
sh,35,2086
emanating,35,2087
finished,35,2088
characteristic,35,2089
remote,35,2090
john,35,2091
loss,35,2092
empty,35,2093
pull,35,2094
upright,35,2095
unblinking,35,2096
foggy,35,2097
update,35,2098
eugene,35,2099
enter,35,2100
extra,35,2101
mystery,35,2102
obect,35,2103
increasing,35,2104
appeard,35,2105
exploding,35,2106
videotaped,35,2107
fernando,35,2108
increased,35,2109
morphed,35,2110
ohare,35,2111
spin,34,2112
ou,34,2113
etc,34,2114
newark,34,2115
brilliantly,34,2116
google,34,2117
cabin,34,2118
equilateral,34,2119
restaurant,34,2120
si,34,2121
geometric,34,2122
village,34,2123
barbara,34,2124
sometime,34,2125
zagged,34,2126
business,34,2127
riverside,34,2128
monroe,34,2129
beginning,34,2130
disklike,34,2131
grass,34,2132
swaying,34,2133
agl,34,2134
henderson,34,2135
walmart,34,2136
dam,34,2137
barn,34,2138
roswell,34,2139
keeping,34,2140
evidence,34,2141
chopper,34,2142
drift,34,2143
mtn,34,2144
lexington,34,2145
peoria,34,2146
emerald,34,2147
mission,34,2148
sharply,34,2149
ventura,34,2150
collins,34,2151
blast,33,2152
newport,33,2153
talk,33,2154
shaking,33,2155
panel,33,2156
guess,33,2157
scope,33,2158
counter,33,2159
candle,33,2160
sa,33,2161
lakewood,33,2162
faa,33,2163
wall,33,2164
shap,33,2165
chair,33,2166
remains,33,2167
copper,33,2168
superior,33,2169
lead,33,2170
darker,33,2171
layer,33,2172
account,33,2173
disapear,33,2174
fro,33,2175
normally,33,2176
northerly,33,2177
loo,33,2178
meeting,33,2179
explodes,33,2180
cst,33,2181
climbed,33,2182
chester,33,2183
sarasota,33,2184
fireballlike,33,2185
pst,33,2186
chemtrails,33,2187
irregularly,33,2188
pike,33,2189
coral,33,2190
flawed,33,2191
aviation,32,2192
leg,32,2193
alongside,32,2194
redblue,32,2195
horse,32,2196
trianglular,32,2197
common,32,2198
obvious,32,2199
female,32,2200
boeing,32,2201
tubular,32,2202
age,32,2203
hbccufo,32,2204
test,32,2205
result,32,2206
instead,32,2207
probe,32,2208
suspected,32,2209
boomerangshaped,32,2210
system,32,2211
wichita,32,2212
photographing,32,2213
farther,32,2214
repeat,32,2215
bernardino,32,2216
adjacent,32,2217
butte,32,2218
sk,32,2219
parachute,32,2220
glendale,32,2221
whitesilver,32,2222
pueblo,32,2223
dakota,31,2224
resident,31,2225
training,31,2226
mr,31,2227
unique,31,2228
positioned,31,2229
style,31,2230
brillant,31,2231
followup,31,2232
objec,31,2233
accelerate,31,2234
focused,31,2235
enters,31,2236
charles,31,2237
dissappearing,31,2238
identified,31,2239
everyone,31,2240
done,31,2241
stat,31,2242
silverwhite,31,2243
pearl,31,2244
specific,31,2245
nasa,31,2246
dual,31,2247
werent,31,2248
rept,31,2249
stange,31,2250
grabbed,31,2251
rte,31,2252
free,31,2253
fin,31,2254
swarm,31,2255
wake,31,2256
synchronized,31,2257
rancho,31,2258
capsule,31,2259
separating,31,2260
rumble,31,2261
fayetteville,31,2262
pill,31,2263
afterwards,30,2264
liked,30,2265
forget,30,2266
otherwise,30,2267
saturn,30,2268
acre,30,2269
ultra,30,2270
bullet,30,2271
bowl,30,2272
whit,30,2273
wo,30,2274
prescott,30,2275
extraterrestrial,30,2276
starry,30,2277
physic,30,2278
flourescent,30,2279
searchlight,30,2280
naples,30,2281
dense,30,2282
dia,30,2283
nice,30,2284
skyit,30,2285
fair,30,2286
web,30,2287
stared,30,2288
shook,30,2289
counted,30,2290
missle,30,2291
hearing,30,2292
winged,30,2293
sr,30,2294
rio,30,2295
bush,30,2296
angular,30,2297
patrol,30,2298
dfw,30,2299
basically,30,2300
inlet,30,2301
lancaster,30,2302
monterey,30,2303
magnitude,30,2304
letting,30,2305
falcon,30,2306
int,30,2307
mov,30,2308
milford,30,2309
nonflashing,30,2310
wallop,30,2311
company,29,2312
noticing,29,2313
weekend,29,2314
greyish,29,2315
axis,29,2316
shoreline,29,2317
ill,29,2318
decended,29,2319
memory,29,2320
class,29,2321
orleans,29,2322
rhode,29,2323
related,29,2324
ha,29,2325
manuevers,29,2326
jefferson,29,2327
sd,29,2328
lighter,29,2329
hitting,29,2330
king,29,2331
fairfield,29,2332
immense,29,2333
bristol,29,2334
populated,29,2335
disapered,29,2336
continuous,29,2337
gravity,29,2338
jellyfish,29,2339
patch,29,2340
roaring,29,2341
job,29,2342
z,29,2343
standard,29,2344
needle,29,2345
cloudlike,29,2346
exited,29,2347
spoke,29,2348
sliding,29,2349
daily,29,2350
battle,29,2351
cool,29,2352
clinton,29,2353
ab,29,2354
picking,29,2355
continuing,29,2356
wrong,29,2357
sporadic,29,2358
recent,29,2359
dis,29,2360
vista,29,2361
blood,29,2362
jetliner,29,2363
predawn,29,2364
bellingham,29,2365
ak,29,2366
ap,29,2367
apx,29,2368
brightened,29,2369
wilmington,29,2370
windy,29,2371
tictac,29,2372
signal,28,2373
personal,28,2374
fo,28,2375
rocky,28,2376
info,28,2377
iridescent,28,2378
whirring,28,2379
tent,28,2380
gotten,28,2381
shown,28,2382
trailer,28,2383
elliptical,28,2384
swift,28,2385
given,28,2386
untill,28,2387
upstairs,28,2388
semicircle,28,2389
play,28,2390
manchester,28,2391
happend,28,2392
shasta,28,2393
twelve,28,2394
spike,28,2395
softball,28,2396
apt,28,2397
redyellow,28,2398
aware,28,2399
dripping,28,2400
mistaken,28,2401
brigh,28,2402
coneshaped,28,2403
ascends,28,2404
goose,28,2405
expanding,28,2406
stated,28,2407
slanted,28,2408
dramatic,28,2409
greenishblue,28,2410
vary,28,2411
weaving,28,2412
ordinary,28,2413
faintly,28,2414
precise,27,2415
aunt,27,2416
uncle,27,2417
blowing,27,2418
bag,27,2419
canal,27,2420
hugh,27,2421
seperated,27,2422
likely,27,2423
unable,27,2424
encountered,27,2425
channel,27,2426
wy,27,2427
whatsoever,27,2428
grande,27,2429
material,27,2430
branch,27,2431
mach,27,2432
kent,27,2433
longmont,27,2434
antenna,27,2435
fully,27,2436
carlsbad,27,2437
estimate,27,2438
panama,27,2439
emerged,27,2440
overlooking,27,2441
largest,27,2442
greater,27,2443
music,27,2444
among,27,2445
arcing,27,2446
fifteen,27,2447
word,27,2448
response,27,2449
clustered,27,2450
employee,27,2451
dissappear,27,2452
broken,27,2453
directional,27,2454
oahu,27,2455
proceeding,27,2456
whatever,27,2457
anomalous,27,2458
gila,27,2459
finger,27,2460
snapped,27,2461
condition,27,2462
insect,27,2463
donut,27,2464
firelike,27,2465
frequency,27,2466
whiteish,27,2467
florence,27,2468
eratic,27,2469
modesto,27,2470
literally,27,2471
gaining,27,2472
newspaper,26,2473
reservation,26,2474
art,26,2475
redishorange,26,2476
interacting,26,2477
manmade,26,2478
obviously,26,2479
although,26,2480
supersonic,26,2481
telephone,26,2482
cow,26,2483
mtns,26,2484
no,26,2485
hell,26,2486
investigate,26,2487
soccer,26,2488
bounced,26,2489
un,26,2490
love,26,2491
shaft,26,2492
cloak,26,2493
device,26,2494
lebanon,26,2495
rainier,26,2496
memorial,26,2497
causing,26,2498
olympia,26,2499
mercury,26,2500
sided,26,2501
spectrum,26,2502
disappeard,26,2503
blacked,26,2504
cherry,26,2505
easily,26,2506
zero,26,2507
monument,26,2508
lamp,26,2509
warp,26,2510
subdivision,26,2511
sequential,26,2512
speck,26,2513
current,26,2514
revealed,26,2515
reached,26,2516
sliver,26,2517
partner,26,2518
independent,26,2519
merged,26,2520
believer,26,2521
ice,26,2522
send,26,2523
wobbled,26,2524
previously,26,2525
individually,26,2526
staten,26,2527
uturn,26,2528
hawk,26,2529
silhouette,25,2530
fla,25,2531
pitched,25,2532
emerging,25,2533
miss,25,2534
dirt,25,2535
research,25,2536
crew,25,2537
focus,25,2538
relative,25,2539
maneuvered,25,2540
brightening,25,2541
con,25,2542
carrier,25,2543
oject,25,2544
unit,25,2545
investigation,25,2546
filed,25,2547
fan,25,2548
awesome,25,2549
marine,25,2550
resort,25,2551
fi,25,2552
obje,25,2553
departed,25,2554
awhile,25,2555
bee,25,2556
mil,25,2557
spoted,25,2558
hor,25,2559
grant,25,2560
sounding,25,2561
motor,25,2562
feild,25,2563
fact,25,2564
shrink,25,2565
hiding,25,2566
highland,25,2567
angled,25,2568
tr,25,2569
nephew,25,2570
dimond,25,2571
escort,25,2572
savannah,25,2573
seatac,25,2574
davis,25,2575
pasadena,25,2576
rush,25,2577
sattelite,25,2578
bellevue,25,2579
aluminum,25,2580
extending,25,2581
shade,25,2582
sand,25,2583
sits,25,2584
grow,25,2585
abou,25,2586
astronomy,25,2587
campground,25,2588
castle,25,2589
zenith,25,2590
glare,25,2591
launched,25,2592
continue,25,2593
flared,25,2594
sandy,25,2595
converging,25,2596
soaring,25,2597
inconsistent,25,2598
email,25,2599
whitered,25,2600
spiraling,25,2601
collision,25,2602
orbital,25,2603
chem,25,2604
venting,25,2605
arcturus,25,2606
flyby,24,2607
amazed,24,2608
wit,24,2609
region,24,2610
manuvers,24,2611
feature,24,2612
reservoir,24,2613
repeating,24,2614
received,24,2615
violet,24,2616
extraordinary,24,2617
table,24,2618
reviewing,24,2619
bear,24,2620
movi,24,2621
garbage,24,2622
avon,24,2623
raised,24,2624
bonfire,24,2625
skyi,24,2626
verticle,24,2627
roll,24,2628
traversed,24,2629
whats,24,2630
antioch,24,2631
review,24,2632
maintaining,24,2633
service,24,2634
fluid,24,2635
bozeman,24,2636
spent,24,2637
ramp,24,2638
et,24,2639
traingle,24,2640
natural,24,2641
easter,24,2642
wer,24,2643
submarine,24,2644
reverse,24,2645
dissapered,24,2646
sundown,24,2647
enforcement,24,2648
sparkler,24,2649
yelled,24,2650
swooped,24,2651
hidden,24,2652
triangluar,24,2653
stacked,24,2654
objs,24,2655
independence,24,2656
fork,24,2657
cresent,24,2658
undulating,24,2659
lafayette,24,2660
jumped,24,2661
prism,24,2662
produced,24,2663
dash,24,2664
nonmoving,24,2665
bakersfield,24,2666
slows,24,2667
feed,24,2668
lansing,24,2669
dissappears,24,2670
continuously,24,2671
flamelike,24,2672
communication,23,2673
stone,23,2674
bluishgreen,23,2675
confirm,23,2676
surprised,23,2677
cliff,23,2678
eerie,23,2679
idea,23,2680
capitol,23,2681
gathering,23,2682
cl,23,2683
hamilton,23,2684
guy,23,2685
theyre,23,2686
mobile,23,2687
pause,23,2688
facility,23,2689
question,23,2690
sp,23,2691
stable,23,2692
hoover,23,2693
campfire,23,2694
simi,23,2695
dover,23,2696
presence,23,2697
shone,23,2698
pensacola,23,2699
shell,23,2700
havasu,23,2701
medford,23,2702
bat,23,2703
jagged,23,2704
hexagon,23,2705
sorry,23,2706
blocking,23,2707
vibrant,23,2708
lik,23,2709
humanoid,23,2710
octagon,23,2711
burlington,23,2712
calm,23,2713
residence,23,2714
bloomington,23,2715
varied,23,2716
fight,23,2717
enjoy,23,2718
junk,23,2719
lone,23,2720
spear,23,2721
fastest,23,2722
secret,23,2723
starlight,23,2724
acting,23,2725
flaring,23,2726
mm,23,2727
blur,23,2728
bremerton,23,2729
teal,23,2730
winked,23,2731
created,23,2732
sou,23,2733
myers,23,2734
wenatchee,23,2735
lakeland,23,2736
effortlessly,23,2737
colorchanging,23,2738
videoed,23,2739
abnormally,23,2740
brownish,22,2741
played,22,2742
stockton,22,2743
disturbance,22,2744
talked,22,2745
website,22,2746
elementary,22,2747
initial,22,2748
northnortheast,22,2749
hoverd,22,2750
sense,22,2751
glimpse,22,2752
warren,22,2753
cornfield,22,2754
basket,22,2755
via,22,2756
symbol,22,2757
eating,22,2758
goldish,22,2759
birthday,22,2760
beamed,22,2761
design,22,2762
god,22,2763
counterclockwise,22,2764
intl,22,2765
elk,22,2766
somthing,22,2767
bluff,22,2768
florescent,22,2769
whether,22,2770
ho,22,2771
shocked,22,2772
merge,22,2773
detected,22,2774
airborne,22,2775
navigation,22,2776
worm,22,2777
cast,22,2778
highspeed,22,2779
writing,22,2780
redding,22,2781
horseshoe,22,2782
crux,22,2783
pleasant,22,2784
tank,22,2785
consisting,22,2786
jetted,22,2787
american,22,2788
duluth,22,2789
saucerlike,22,2790
explode,22,2791
zigzaging,22,2792
billing,22,2793
diminished,22,2794
clearwater,22,2795
coffee,22,2796
downloaded,22,2797
liquid,22,2798
meteorlike,22,2799
erraticly,22,2800
raced,22,2801
hillsboro,22,2802
hight,22,2803
township,22,2804
cajon,22,2805
unnaturally,22,2806
emit,21,2807
pursuit,21,2808
af,21,2809
unkown,21,2810
honolulu,21,2811
pentagon,21,2812
inland,21,2813
apprx,21,2814
teen,21,2815
stretch,21,2816
farmland,21,2817
corn,21,2818
circulating,21,2819
book,21,2820
final,21,2821
roar,21,2822
wish,21,2823
intercept,21,2824
belly,21,2825
baton,21,2826
gr,21,2827
banking,21,2828
maricopa,21,2829
board,21,2830
lift,21,2831
trapezoid,21,2832
diffrent,21,2833
surveillance,21,2834
bug,21,2835
glider,21,2836
infront,21,2837
checked,21,2838
ongoing,21,2839
visited,21,2840
farmington,21,2841
composed,21,2842
physical,21,2843
bedford,21,2844
stright,21,2845
concert,21,2846
bronx,21,2847
proof,21,2848
paced,21,2849
beaver,21,2850
sonoma,21,2851
firing,21,2852
flipping,21,2853
marion,21,2854
steep,21,2855
grows,21,2856
blew,21,2857
isosceles,21,2858
laterally,21,2859
venice,21,2860
hurricane,21,2861
brought,21,2862
ballon,21,2863
drink,21,2864
atleast,21,2865
fuselage,21,2866
orbsphere,21,2867
conical,21,2868
ann,21,2869
marina,21,2870
model,21,2871
liner,21,2872
starshaped,21,2873
po,21,2874
whiteorange,21,2875
containing,21,2876
baby,21,2877
metor,21,2878
occasional,21,2879
blurred,21,2880
food,21,2881
arched,21,2882
flyover,21,2883
puyallup,21,2884
wed,21,2885
banked,21,2886
thr,21,2887
petersburg,21,2888
blended,21,2889
definite,21,2890
drew,21,2891
brights,21,2892
orland,21,2893
meandering,21,2894
middletown,21,2895
mode,20,2896
woodland,20,2897
outskirt,20,2898
noiselessly,20,2899
scout,20,2900
na,20,2901
spectacular,20,2902
dish,20,2903
oil,20,2904
astronomer,20,2905
observes,20,2906
ovoid,20,2907
audible,20,2908
visibility,20,2909
duty,20,2910
bean,20,2911
companion,20,2912
veered,20,2913
campsite,20,2914
explained,20,2915
relaxing,20,2916
accident,20,2917
everglades,20,2918
